Month,SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
199009,-7.6015,-7.2096,-10.2914,-7.1591,-6.0189,-8.0546
199010,-6.9046,-5.432,-6.0708,-3.8089,-1.8924,-3.1903
199011,1.2896,5.2042,5.8594,10.1008,8.9502,10.0349
199012,-2.4023,1.5743,2.6995,2.9384,4.1401,5.2263
199101,9.98,9.9315,9.6165,5.6151,5.808,8.3928
199102,15.6657,11.6792,13.5168,9.0142,7.7848,9.3181
199103,10.2678,7.3451,9.5065,3.7681,2.7582,3.9667
199104,5.0972,1.8909,2.2581,-1.1143,0.9809,1.4723
199105,2.6141,2.8309,4.7039,3.3786,5.0624,4.4329
199106,-3.1541,-3.7495,-3.9489,-5.858,-4.455,-4.2801
199107,3.793,2.6853,3.4571,3.6864,4.889,5.2533
199108,3.7522,2.9845,3.379,1.8542,2.5177,3.8832
199109,1.2677,1.4338,0.8082,0.0763,-0.9423,-1.615
199110,3.1591,2.7062,2.6106,4.2674,1.3679,1.1277
199111,-1.6,-2.3005,-3.8151,-2.508,-4.0627,-4.2884
199112,1.3264,4.6849,5.9563,9.2467,10.7408,11.5565
199201,23.914,11.5353,13.8601,2.0896,1.114,2.3721
199202,6.9293,4.475,5.6125,2.2166,2.0366,2.3545
199203,-0.0112,-1.314,-2.5317,-2.5177,-2.0056,-2.6481
199204,-5.719,-3.1267,-4.6568,-0.1814,0.8503,0.7065
199205,0.463,0.4472,-0.7738,0.9763,0.974,0.8697
199206,-5.6023,-3.6188,-5.4403,-1.4996,-2.1376,-2.3925
199207,1.0627,2.2048,3.8999,4.1194,4.938,3.9879
199208,-3.8105,-2.2852,-1.5708,-3.7628,-2.0996,-1.7029
199209,0.4584,2.4494,1.7451,1.766,1.9197,1.6399
199210,1.8366,2.2091,3.2032,2.9723,1.2869,3.2935
199211,8.1807,8.0223,8.8133,5.337,3.7911,6.1268
199212,3.7613,4.5087,3.6832,4.0943,2.1581,2.4798
199301,8.0829,5.7719,6.8189,2.8814,2.3658,1.187
199302,-1.6405,-1.7738,-2.4343,0.3871,1.2788,-1.29
199303,2.5649,2.6151,2.1792,3.6204,3.5032,2.7857
199304,-1.1925,-2.2841,-3.3889,-0.7689,-1.9631,-3.9562
199305,5.8354,4.5784,3.4646,4.5949,2.6513,3.5668
199306,2.3737,0.3073,0.8918,1.4055,0.3432,0.2316
199307,0.813,1.636,0.3127,1.1024,0.5965,-0.9286
199308,4.1672,3.9291,4.1971,6.3941,3.5083,4.0717
199309,3.4383,2.863,3.0735,-0.4825,0.7423,0.8487
199310,5.2499,3.0062,5.4785,0.3626,1.0509,0.6374
199311,-3.0369,-1.5494,-2.1974,-3.2032,-1.9412,-1.6721
199312,-0.6553,2.2635,2.0141,2.826,3.9725,2.7925
199401,7.3532,3.339,4.0495,3.835,2.3943,3.2878
199402,-1.0885,0.9336,0.0129,-3.4213,-1.7373,-0.7384
199403,-4.7743,-4.0294,-5.2892,-4.8091,-4.5926,-3.9901
199404,-3.0827,-0.3758,-0.8,0.269,0.9683,0.6684
199405,-0.3756,-0.5117,-0.7223,-1.1637,-0.4563,1.5715
199406,-4.5616,-2.1716,-3.4952,-2.1322,-1.7103,-3.823
199407,0.7652,1.2013,1.718,4.7275,3.3978,2.8274
199408,3.4303,4.0597,4.3596,5.6965,4.6741,5.0548
199409,1.3997,1.4637,1.2174,-1.8473,-2.3254,-1.8618
199410,-0.6245,0.3694,0.7275,0.1922,1.3366,1.4912
199411,-4.6625,-3.0741,-3.718,-5.1089,-4.098,-4.3495
199412,-3.6605,0.0665,-0.8814,2.0654,1.5967,0.9837
199501,4.4249,2.2699,3.155,0.657,1.6226,2.724
199502,2.3657,3.4242,3.038,4.3708,4.6558,5.3807
199503,1.8992,1.3113,1.5314,2.4151,2.4875,2.4507
199504,2.7754,2.3056,2.2142,2.2903,1.4987,1.5866
199505,1.9862,1.3576,1.8842,1.6301,3.4338,3.4714
199506,6.9572,4.678,5.0466,4.2048,3.0875,3.2232
199507,5.6692,5.6159,7.645,5.868,4.3923,5.3257
199508,5.1499,2.5331,2.9556,1.8125,1.0944,1.3341
199509,3.3762,1.9125,2.3897,1.726,2.7343,2.915
199510,-5.7928,-3.8381,-4.3957,-1.744,-2.4629,-1.3702
199511,-0.0138,2.1814,2.5025,5.208,5.195,4.7054
199512,0.4834,0.8152,0.4873,0.6802,1.346,0.2075
199601,5.0492,1.3599,0.6797,1.4366,1.7046,1.5633
199602,4.8519,2.5374,3.5816,1.6792,2.2808,3.452
199603,3.0263,3.1368,3.0993,1.2699,1.837,1.8598
199604,7.2305,5.4017,6.8194,3.7942,2.4313,3.7215
199605,9.6259,6.0197,5.9111,1.0125,1.4423,2.1732
199606,-4.3698,-2.33,-2.6271,-4.1545,-0.8052,-1.9898
199607,-10.244,-6.4724,-8.3862,-8.7734,-6.0158,-5.8351
199608,4.1199,5.0447,5.3735,5.8309,4.6553,4.8322
199609,1.9941,3.3838,3.0313,4.3855,4.6584,5.7983
199610,-3.9744,-0.3825,-0.9231,-0.6424,0.4637,-0.4561
199611,0.7945,3.965,2.4057,5.0506,5.6016,7.2415
199612,-2.28,1.5542,1.947,-0.5709,-0.678,-1.0648
199701,9.2965,4.6423,5.0459,2.7437,3.0365,3.2327
199702,-2.0536,-0.3859,-1.9951,-1.558,0.0525,-0.1383
199703,-6.3084,-3.2696,-3.666,-5.9163,-4.3187,-4.4895
199704,-3.8712,-1.5036,-2.1585,1.2891,1.7796,3.5863
199705,8.535,9.4868,10.6302,12.0824,8.17,9.285
199706,3.8145,5.1773,5.1185,4.0246,3.3847,4.0606
199707,3.993,5.7469,5.3725,6.8381,7.3582,7.8279
199708,4.6817,3.6401,4.2128,0.2156,-1.0712,-1.57
199709,9.5155,8.6069,8.5494,6.2905,5.5628,5.6481
199710,-1.874,-0.9463,-2.1657,-5.5307,-3.0929,-3.8646
199711,-4.1821,-0.2707,-1.4644,-0.1051,2.2237,2.7463
199712,-6.8295,0.3701,-0.5243,1.411,3.5993,1.3519
199801,2.8838,-0.0722,0.3568,0.3217,-2.4499,-0.0235
199802,5.9541,6.2506,6.4444,9.0995,7.5637,8.397
199803,5.2764,4.8224,3.9779,5.7539,4.5387,4.2934
199804,3.18,3.1427,2.351,1.1335,0.3257,0.6845
199805,-4.3301,-4.3525,-5.6213,-5.3597,-3.5881,-3.6208
199806,-4.2064,-1.9285,-1.9893,0.932,-0.6004,0.9698
199807,-5.9109,-6.2808,-5.8546,-5.828,-5.4214,-4.5616
199808,-22.1964,-17.7322,-19.46,-19.1271,-16.4516,-17.8003
199809,3.5247,3.3437,2.7781,9.6456,6.5798,5.0657
199810,2.5488,3.4405,3.6122,6.0229,8.0085,8.9589
199811,10.6464,5.1796,6.0535,6.2152,4.2212,6.1422
199812,1.6859,1.7007,2.9102,8.3722,5.1362,4.9604
199901,11.5988,3.3047,5.0295,2.5913,-2.5482,-0.2737
199902,-5.0453,-5.2887,-6.1987,-4.4358,-4.2037,-3.1042
199903,-2.0129,-3.1076,-2.2387,5.356,1.326,2.1332
199904,8.7753,7.908,8.9973,10.6547,8.9048,8.0971
199905,4.6738,3.7321,3.5252,2.1464,2.6655,0.4941
199906,3.9116,4.4435,3.8346,4.0099,3.4783,4.0099
199907,2.5456,-0.0842,1.249,-2.3019,-2.5353,-2.7248
199908,-3.3096,-3.6616,-3.4785,-1.325,-3.5,-4.5658
199909,-1.401,-2.2385,-2.6605,-0.4193,-2.4191,-2.8747
199910,-0.5974,-2.0406,-3.0152,6.2971,3.0089,3.5112
199911,14.5178,4.5137,6.3336,6.4128,0.9823,2.5277
199912,12.4449,3.578,5.0799,10.4568,3.6561,4.4703
200001,13.2316,0.8557,0.6829,-3.403,-3.8405,-6.8556
200002,23.5157,6.089,4.6363,7.8542,-0.8881,-3.04
200003,-2.8481,0.7164,2.0171,6.0498,12.845,12.2952
200004,-13.6353,-2.9219,-5.7631,-4.4284,0.4062,-1.2015
200005,-8.8329,-3.1978,-4.5638,-2.6611,0.1551,0.9333
200006,11.5749,4.8893,4.3702,3.7646,-0.9512,0.1901
200007,-4.1258,0.8712,1.4564,-7.2611,0.8999,1.0193
200008,6.1649,4.7082,5.6574,11.5622,8.951,7.4402
200009,-5.6276,-1.2926,-2.4429,-9.051,-1.1406,-0.3992
200010,-9.2055,-3.327,-3.8421,-9.7446,-0.995,2.485
200011,-16.4066,-4.8082,-6.1515,-21.9805,-5.4483,-3.3207
200012,-7.0767,2.6403,3.6016,3.0106,8.6728,6.9738
200101,36.6911,14.5958,17.7886,19.8298,5.9656,4.2501
200102,-9.3311,-1.3174,-1.4113,-19.491,-6.3067,-3.1651
200103,-8.5329,-2.153,-2.0931,-14.4084,-5.2788,-5.8264
200104,7.2808,4.3862,5.881,16.1734,11.3683,6.907
200105,8.543,6.5728,7.4836,2.1475,2.7114,3.4343
200106,0.7183,4.3535,3.7365,-0.9323,0.0636,-0.5072
200107,-5.2225,0.7545,-0.6025,-9.6924,-0.1078,0.5429
200108,-5.058,-0.5283,-1.9228,-9.5979,-3.3396,-3.6572
200109,-14.5001,-9.9726,-13.2349,-18.7959,-11.4728,-10.9104
200110,10.4455,3.8275,5.6074,14.6389,4.629,4.5107
200111,9.1992,5.5353,6.2699,13.2708,8.6475,8.3618
200112,7.1987,6.1397,6.6871,3.3527,5.144,4.6622
200201,2.8439,2.9347,2.6324,-6.4635,-0.1363,0.4296
200202,-6.4386,0.1366,-1.2902,-8.7636,-0.5937,-0.0713
200203,8.2685,7.9702,10.374,8.6808,7.3128,6.6247
200204,-1.8,5.3183,3.7447,-8.8614,-1.464,-2.0096
200205,-2.9851,-0.968,-1.9361,-7.244,-0.7706,-0.9474
200206,-8.4205,-2.1812,-4.6898,-13.8653,-7.3168,-7.6132
200207,-13.5604,-10.8776,-11.5292,-10.9461,-9.1966,-9.3582
200208,-0.3633,0.8617,0.7586,0.2228,0.8981,1.5036
200209,-10.8801,-4.7936,-5.8363,-13.2622,-9.5683,-8.6824
200210,6.7505,2.271,1.0186,9.973,5.1954,3.8138
200211,18.1187,7.0846,7.772,15.2202,7.0462,6.9472
200212,-7.9149,-1.6848,-1.2228,-8.905,-3.5176,-3.152
200301,1.5635,-0.5957,-0.9181,-1.4924,-3.1614,-2.5843
200302,-3.0717,-1.9261,-2.3813,-3.2319,-1.5669,-2.7261
200303,1.1936,0.6558,1.3877,0.3328,0.5854,1.7994
200304,12.0791,7.6332,7.7888,11.4759,8.6434,8.7915
200305,20.3377,8.0944,9.1722,11.9543,8.7215,8.2549
200306,6.8006,3.8266,5.9969,1.0979,1.1321,1.2787
200307,9.6323,6.4483,6.9116,3.5982,3.3492,2.5832
200308,6.5029,4.1368,3.0692,6.3337,3.8684,3.3647
200309,4.9379,0.5801,1.3155,-2.1841,-1.3373,-1.0006
200310,9.9514,7.4389,8.3771,9.1637,7.7685,6.3797
200311,4.248,4.1206,4.0957,2.4764,2.7384,2.6352
200312,3.3932,3.6803,4.2678,4.2824,3.9462,2.8175
200401,10.9736,3.3942,4.5813,4.6262,2.0011,1.3331
200402,-0.2883,1.5606,3.7422,0.8885,2.7993,3.2878
200403,-0.2182,1.1182,2.0261,-1.4109,-0.4668,0.5682
200404,-3.8621,-2.5182,-2.3867,-5.1537,-1.9218,-1.5645
200405,-0.4953,0.1189,-0.2482,3.168,1.7412,1.1162
200406,1.7795,3.9887,4.0531,2.3122,2.1625,2.4223
200407,-9.0357,-3.8045,-3.9602,-7.4299,-4.2946,-3.173
200408,-2.0761,-0.5474,-1.4997,-2.5736,0.2727,-0.0831
200409,4.0839,4.2847,4.6293,4.5199,2.6253,2.9508
200410,1.5905,2.2837,2.3789,3.4385,2.7287,1.4877
200411,10.0682,8.2462,9.5285,7.6494,5.8448,5.6179
200412,8.3624,4.1901,3.911,4.5663,3.9766,3.8895
200501,-4.7008,-2.5911,-2.0017,-5.0799,-1.888,-1.7291
200502,0.5069,1.1288,1.8739,2.3496,2.2032,2.5502
200503,-4.5804,-1.0448,-2.1247,-2.4161,-0.7161,-0.7922
200504,-6.999,-4.8177,-5.8384,-4.189,-3.03,-3.3556
200505,4.9327,5.1023,5.3264,6.6124,4.9195,4.733
200506,3.4604,3.3547,4.716,1.0895,2.1324,2.2848
200507,7.5765,6.3162,6.8222,5.9863,5.1992,4.5248
200508,-0.8095,-0.9957,-2.6946,-0.9698,-0.9863,-0.9395
200509,0.9195,0.1989,0.3288,1.6409,0.4795,0.6198
200510,-3.9062,-2.0438,-3.0186,-2.0046,-2.6162,-2.0842
200511,2.9012,3.7502,4.9039,4.1848,4.4403,4.6099
200512,0.9363,-0.1091,1.8851,1.2899,0.7641,0.7889
200601,10.1866,6.5258,7.7407,4.8445,4.0484,4.0568
200602,0.8838,0.3307,0.0659,-0.3703,0.2299,0.2253
200603,4.9165,4.1554,4.7849,2.154,2.1813,1.9817
200604,0.0717,0.8698,1.8444,1.2786,0.9603,0.8459
200605,-6.6306,-3.1623,-3.6929,-3.0313,-2.8634,-3.5484
200606,-1.5445,0.2719,0.134,-0.6499,-0.7295,0.1774
200607,-4.7294,-2.1808,-2.1153,-3.4218,-2.1715,-2.1441
200608,2.6459,1.6158,1.6712,3.6759,2.0929,1.364
200609,-0.0717,1.6123,1.5912,1.6514,1.8881,2.2888
200610,5.0019,4.9903,6.2047,3.8735,3.6528,4.1129
200611,2.779,2.0989,2.3068,3.89,3.036,3.2293
200612,1.5612,1.5383,0.8457,0.6663,0.7276,-0.1616
200701,2.8604,0.8085,2.1527,2.771,2.4609,3.6142
200702,0.6002,-0.0568,-0.4138,0.7596,-0.0084,-0.3008
200703,-0.1125,0.4866,0.6433,0.9437,1.3826,1.0564
200704,2.4393,0.6596,2.0681,3.9841,3.3767,4.8085
200705,0.8564,3.4084,3.5952,3.5999,4.0889,4.3567
200706,-0.359,-0.7438,0.2394,-1.3979,-1.6797,-1.6446
200707,-4.6673,-5.8091,-6.5784,-4.1097,-4.1674,-3.4864
200708,-2.0042,1.0104,-2.359,-0.2434,0.1144,-0.0505
200709,1.56,0.8493,0.278,3.3246,2.5408,3.2163
200710,1.0609,0.189,0.766,1.5075,1.7906,2.2654
200711,-10.1222,-6.546,-9.5195,-6.9249,-5.0097,-4.4613
200712,-1.9384,-1.1856,-0.4593,-2.4116,-1.1332,-0.6841
200801,-5.971,-3.5098,-4.5748,-5.9824,-4.267,-4.9672
200802,-2.9418,-3.0173,-2.4696,-3.4335,-3.5513,-1.0836
200803,-3.6408,-0.0259,-1.63,-1.7365,-2.2876,-1.9948
200804,0.9318,2.1811,2.5667,5.8939,6.6495,5.4047
200805,3.4192,3.0518,4.171,4.0543,2.9744,3.6925
200806,-8.7993,-9.8704,-10.0409,-12.9184,-10.3874,-8.5058
200807,0.0646,3.943,2.2524,-1.2489,-0.6905,-2.176
200808,1.6403,3.7148,4.9343,1.5882,1.4603,1.9895
200809,-12.2669,-6.8859,-10.5934,-13.8707,-11.1028,-12.2211
200810,-22.0405,-18.4401,-23.1706,-22.4055,-21.2838,-20.356
200811,-15.7525,-14.4055,-14.5437,-13.0313,-8.2172,-10.1039
200812,1.8101,3.709,4.3329,5.096,3.9996,4.2905
200901,0.2222,-10.1551,-7.9216,-6.2575,-8.1239,-5.304
200902,-11.4432,-13.5963,-12.1132,-13.0043,-11.7344,-9.3754
200903,13.3633,12.0835,13.8603,13.7943,9.9517,9.2651
200904,21.0316,21.7799,27.5278,22.8353,19.5535,18.4603
200905,12.0189,7.0487,8.1352,8.0374,6.6794,6.7993
200906,6.0219,2.2582,2.5393,-0.65,0.2688,-0.7893
200907,7.8406,9.5835,11.6905,7.9997,9.2005,8.6962
200908,7.8331,4.0067,6.7948,7.0278,2.7977,3.0103
200909,7.6878,5.7101,8.82,5.2594,6.0056,6.0449
200910,-8.177,-5.2286,-5.4042,-6.6903,-3.5844,-2.4242
200911,0.942,0.8633,1.9062,4.4138,4.6729,5.2774
200912,6.775,6.7707,8.1132,5.5827,5.8156,4.7438
201001,1.231,-1.8553,-2.046,-1.6766,-3.4311,-4.0906
201002,3.6183,3.3358,4.6758,4.1554,3.8169,4.9119
201003,7.9772,7.9123,8.6909,7.0436,7.3404,7.0408
201004,9.9372,6.7577,8.2975,4.0123,3.2802,2.8666
201005,-8.9786,-7.0811,-7.5694,-7.6488,-6.959,-7.3704
201006,-8.6239,-7.1547,-8.1583,-6.3197,-5.8398,-5.9642
201007,4.9897,5.5332,5.9695,7.1448,7.1345,7.0316
201008,-7.1836,-7.1274,-8.4432,-5.6562,-4.8203,-4.2891
201009,10.7833,10.1245,11.6229,11.4974,10.5349,11.1191
201010,4.5253,4.2889,4.819,2.9414,3.5947,3.707
201011,1.6033,3.072,2.6879,2.327,1.8118,2.1305
201012,10.0162,7.049,7.3367,9.6344,6.8442,5.8887
201101,3.0557,0.6178,-0.5031,3.2458,2.6304,1.2083
201102,4.2072,4.294,3.6397,5.159,3.5547,4.0902
201103,0.6648,1.3979,0.7124,0.1722,2.269,2.3125
201104,0.7385,1.2691,0.6406,2.1421,3.2926,3.6919
201105,-2.1882,-2.4426,-2.9546,-2.1185,-0.7858,-0.0683
201106,-3.453,-1.4083,-2.1494,-3.181,-1.7182,-1.1009
201107,-2.3459,-1.565,-2.3771,-4.4686,-3.5461,-2.8912
201108,-10.7879,-8.3205,-9.3561,-8.9682,-6.8881,-6.5
201109,-11.3226,-9.8709,-11.015,-11.175,-9.9047,-9.5257
201110,10.5565,12.3812,13.0015,16.3488,14.0883,13.9246
201111,-2.8487,-0.4556,-1.5425,-0.6048,0.1708,-0.2982
201112,-0.1739,0.8046,0.6191,-0.9436,0.076,-0.4854
201201,10.5726,7.9012,8.6626,7.8544,5.7874,7.3604
201202,4.2514,3.038,2.755,5.7543,4.2816,4.3002
201203,3.9154,3.4601,2.5869,1.8889,1.6215,1.6608
201204,-1.8842,-0.8417,-1.3416,-1.9498,-0.7779,-0.8738
201205,-7.0001,-6.2106,-6.7412,-8.6533,-7.8115,-7.0258
201206,3.7808,4.2314,4.9508,3.4773,2.2883,2.526
201207,-1.1791,-0.8672,-1.8185,-1.6659,0.6412,-0.6531
201208,2.2074,2.9396,2.5699,5.3383,2.9467,3.2363
201209,4.5637,3.9288,3.5532,3.2211,2.2688,2.055
201210,-3.2043,-0.5937,-2.0477,-0.3282,-1.3711,-0.6017
201211,-0.3305,0.8936,-0.4092,1.4951,1.5925,2.5665
201212,2.4749,2.4919,3.4314,3.1638,2.5244,1.9839
201301,8.1589,6.6207,6.6422,7.1328,6.7449,6.8509
201302,1.0186,0.9589,1.4987,1.0187,1.0649,1.7912
201303,3.9272,4.2208,5.7881,5.1994,4.0654,4.7932
201304,-0.5526,-0.8689,0.0728,1.0186,0.5739,0.7818
201305,5.2981,4.8045,5.344,3.9748,3.2565,3.2645
201306,-0.2767,0.1833,0.44,-1.9547,-0.9858,-1.3439
201307,7.4861,7.1031,7.8136,7.0413,6.4825,6.497
201308,-1.6824,-2.5585,-2.2476,-2.8643,-2.3792,-2.4154
201309,6.2482,5.3273,6.3646,5.5828,4.6437,4.7268
201310,0.8455,4.363,4.0707,2.5837,3.56,4.5323
201311,4.9004,4.4001,5.2444,3.244,1.9422,2.8196
201312,3.3442,1.4628,2.0722,3.7929,3.2014,2.5746
201401,3.3644,-2.5967,-4.0502,-0.7649,-2.4228,-4.2891
201402,4.7064,3.4853,4.1393,5.1809,5.2348,5.7705
201403,-0.9502,1.9038,1.6478,-0.6615,0.8675,0.1201
201404,-6.1213,-3.2277,-1.9316,-2.1402,-0.8563,-0.0753
201405,-1.1865,0.3091,-0.2062,1.9259,1.3904,2.2729
201406,5.3249,3.513,4.0761,5.9563,3.6695,2.5462
201407,-5.5484,-4.7134,-5.1578,-4.579,-3.722,-2.4018
201408,3.9273,3.5098,4.8576,6.515,4.4439,4.731
201409,-5.4727,-4.6214,-5.1322,-4.2835,-3.2997,-3.4777
201410,2.0525,5.7684,3.7815,1.7447,2.9797,2.2962
201411,-1.0271,-0.9084,0.1799,0.9684,1.3826,2.1089
201412,2.604,2.525,2.5349,-0.8384,0.843,-0.3934
201501,-3.0164,-4.7032,-4.7032,-2.6382,-2.8243,-2.8634
201502,6.8491,5.7865,5.707,9.3575,6.4688,7.1646
201503,-0.5968,1.2302,1.4595,-0.7337,-0.0919,-0.6423
201504,0.4229,-0.6146,0.6059,0.4565,0.4712,0.4955
201505,0.9103,0.5891,-0.2716,2.9452,1.3659,-0.2797
201506,-0.19,1.5413,0.8041,-1.6945,-2.0283,-1.7099
201507,-4.7297,-2.4401,-4.3907,0.6605,0.0276,0.5842
201508,-4.0292,-3.301,-5.3081,-6.6691,-5.1177,-5.5649
201509,-6.7555,-3.6841,-6.3941,-5.9621,-3.9172,-4.2924
201510,4.2541,5.4287,5.8445,5.6415,6.5482,6.8128
201511,3.466,2.8184,0.2352,1.7415,0.4764,-0.1244
201512,-5.0859,-4.392,-6.2791,-3.2079,-3.3622,-3.9352
201601,-10.9862,-6.8336,-10.8719,-12.6804,-6.2553,-6.2288
201602,-0.8597,0.8362,2.2362,-0.4413,1.4677,1.7455
201603,7.4282,7.8561,10.4187,8.0383,8.981,8.7711
201604,4.3282,4.3327,3.5824,3.8229,2.0525,2.0364
201605,0.3213,-0.1015,-0.2093,3.0037,1.6283,1.0668
201606,-0.0527,0.0945,0.1819,-2.8284,-0.9629,-0.5204
201607,6.4465,5.3607,6.4894,5.2803,3.5861,5.0123
201608,2.936,2.0807,2.756,1.2509,0.4606,0.6648
201609,4.014,1.5262,0.7857,1.8446,0.4203,-0.4986
201610,-8.2329,-3.1091,-4.9009,-4.7234,-1.4197,-2.5423
201611,7.7658,13.1154,12.4839,9.1588,6.7494,5.7386
201612,0.6981,5.6395,3.5693,-0.5993,1.9112,1.1796
201701,2.5336,-0.6255,-0.6419,3.577,2.3261,2.1384
201702,2.234,0.8855,0.4501,2.6253,2.9456,3.1833
201703,1.5794,0.0163,-0.1989,-0.3385,-0.1318,0.3289
201704,-0.7909,1.4105,2.598,0.0376,1.0664,1.2581
201705,-3.4072,-2.1066,-1.8377,-0.6563,0.8205,0.2287
201706,5.5966,3.5017,2.3529,2.1347,1.9881,1.2427
201707,-1.3285,0.1732,-0.6689,2.6351,1.4417,1.01
201708,-1.8566,-2.5031,-2.9266,-0.7986,-0.13,-0.6625
201709,9.8638,7.6979,6.7172,4.0636,3.5342,3.1545
201710,-0.7943,0.6256,0.4948,2.0152,2.4857,0.9861
201711,2.8091,3.2873,5.7703,3.3752,3.0552,4.8426
201712,1.9402,-0.754,1.1373,1.7669,-0.2177,2.0267
201801,3.0702,1.3651,1.2558,4.5003,4.3154,4.6668
201802,-3.7704,-3.9742,-3.7838,-4.2613,-3.572,-4.3259
201803,0.7535,2.3683,2.1742,-0.1749,-0.2494,-0.8542
